cust_id,seg_name,update_at,active_flag
605632,INACTIVE,2016-01-01 00:00:00,N
605632,INACTIVE,2015-06-01 00:00:00,N
605632,ONE-OFFS,2016-02-01 00:00:00,Y
614661,LOYAL,2014-01-01 00:00:00,N
614661,INFREQUENT,2014-04-01 00:00:00,N
614661,ONE-OFFS,2015-08-01 00:00:00,N
614661,ONE-OFFS,2014-10-01 00:00:00,N
614661,INFREQUENT,2016-02-01 00:00:00,Y
614661,LAPSED,2015-04-01 00:00:00,N
617098,LAPSED,2015-05-01 00:00:00,N
617098,INFREQUENT,2016-02-01 00:00:00,Y
617098,LAPSED,2015-11-01 00:00:00,N
617098,ONE-OFFS,2014-01-01 00:00:00,N
617098,ONE-OFFS,2014-05-01 00:00:00,N
619017,ONE-OFFS,2014-01-01 00:00:00,N
619017,INACTIVE,2015-04-01 00:00:00,N
619017,ONE-OFFS,2016-02-01 00:00:00,Y
619017,LAPSED,2014-10-01 00:00:00,N
619017,LAPSED,2014-04-01 00:00:00,N
621392,INFREQUENT,2014-06-01 00:00:00,N
621392,INFREQUENT,2014-01-01 00:00:00,N
621392,INFREQUENT,2015-07-01 00:00:00,N
621392,ONE-OFFS,2014-03-01 00:00:00,N
621392,INFREQUENT,2015-02-01 00:00:00,N
621392,ONE-OFFS,2015-06-01 00:00:00,N
621392,INFREQUENT,2016-02-01 00:00:00,Y
632371,LOYAL,2014-07-01 00:00:00,N
632371,LOYAL,2015-10-01 00:00:00,N
632371,LOYAL,2014-12-01 00:00:00,N
632371,INFREQUENT,2016-02-01 00:00:00,Y
632371,LOYAL,2014-01-01 00:00:00,N
632371,LOYAL,2014-04-01 00:00:00,N
632371,VIP,2014-10-01 00:00:00,N
632371,LOYAL,2014-02-01 00:00:00,N
632371,VIP,2015-01-01 00:00:00,N
632371,LOYAL,2016-01-01 00:00:00,N
633546,LAPSED,2015-03-01 00:00:00,N
633546,LAPSED,2014-09-01 00:00:00,N
633546,ONE-OFFS,2016-02-01 00:00:00,Y
633546,ONE-OFFS,2014-01-01 00:00:00,N
633546,INACTIVE,2015-09-01 00:00:00,N
636521,ONE-OFFS,2016-01-01 00:00:00,N
636521,INFREQUENT,2014-12-01 00:00:00,N
636521,INFREQUENT,2014-01-01 00:00:00,N
636521,INFREQUENT,2015-06-01 00:00:00,N
636521,LOYAL,2015-08-01 00:00:00,N
636521,INFREQUENT,2016-02-01 00:00:00,Y
636521,INFREQUENT,2015-09-01 00:00:00,N
650537,ONE-OFFS,2015-05-01 00:00:00,N
650537,INFREQUENT,2016-02-01 00:00:00,Y
650537,ONE-OFFS,2015-11-01 00:00:00,N
650537,INFREQUENT,2014-01-01 00:00:00,N
650537,INFREQUENT,2015-07-01 00:00:00,N
661560,INFREQUENT,2014-01-01 00:00:00,N
661560,ONE-OFFS,2015-03-01 00:00:00,N
661560,LAPSED,2014-12-01 00:00:00,N
661560,INFREQUENT,2016-02-01 00:00:00,N
661560,ONE-OFFS,2016-03-01 00:00:00,Y
689576,INFREQUENT,2015-02-01 00:00:00,N
689576,LOYAL,2014-09-01 00:00:00,N
689576,LOYAL,2014-08-01 00:00:00,N
689576,INFREQUENT,2015-03-01 00:00:00,N
689576,INFREQUENT,2014-02-01 00:00:00,N
689576,INFREQUENT,2015-06-01 00:00:00,N
689576,LOYAL,2014-07-01 00:00:00,N
689576,LOYAL,2014-01-01 00:00:00,N
689576,INFREQUENT,2014-05-01 00:00:00,N
689576,INFREQUENT,2014-10-01 00:00:00,N
689576,LOYAL,2014-03-01 00:00:00,N
689576,INFREQUENT,2015-08-01 00:00:00,N
689576,INFREQUENT,2015-07-01 00:00:00,N
689576,INFREQUENT,2016-02-01 00:00:00,Y
689576,ONE-OFFS,2016-06-01 00:00:00,Y
729100,LAPSED,2014-07-01 00:00:00,N
729100,ONE-OFFS,2015-06-01 00:00:00,N
729100,INFREQUENT,2016-01-01 00:00:00,N
729100,INFREQUENT,2016-02-01 00:00:00,Y
729100,INACTIVE,2015-01-01 00:00:00,N
729100,LAPSED,2014-01-01 00:00:00,N
729100,INFREQUENT,2016-06-01 00:00:00,Y
759655,INACTIVE,2016-01-01 00:00:00,N
759655,INACTIVE,2015-06-01 00:00:00,N
759655,ONE-OFFS,2016-02-01 00:00:00,Y
759655,GONE AWAY,2015-11-01 00:00:00,N
803592,ONE-OFFS,2016-02-01 00:00:00,Y
803592,INACTIVE,2015-06-01 00:00:00,N
803592,GONE AWAY,2015-11-01 00:00:00,N
803592,INACTIVE,2016-01-01 00:00:00,N
828541,ONE-OFFS,2014-01-01 00:00:00,N
828541,LAPSED,2014-02-01 00:00:00,N
828541,INFREQUENT,2014-09-01 00:00:00,N
828541,INFREQUENT,2016-02-01 00:00:00,N
828541,ONE-OFFS,2014-05-01 00:00:00,N
828541,ONE-OFFS,2015-09-01 00:00:00,N
828541,ONE-OFFS,2016-03-01 00:00:00,Y
967361,ONE-OFFS,2014-03-01 00:00:00,N
967361,LAPSED,2014-02-01 00:00:00,N
967361,LAPSED,2015-06-01 00:00:00,N
967361,INFREQUENT,2014-04-01 00:00:00,N
967361,ONE-OFFS,2014-01-01 00:00:00,N
967361,ONE-OFFS,2015-04-01 00:00:00,N
967361,LAPSED,2015-12-01 00:00:00,N
967361,ONE-OFFS,2016-01-01 00:00:00,N
967361,LOYAL,2016-02-01 00:00:00,Y
967727,INFREQUENT,2014-05-01 00:00:00,N
967727,LOYAL,2015-04-01 00:00:00,N
967727,INFREQUENT,2015-03-01 00:00:00,N
967727,LOYAL,2014-01-01 00:00:00,N
967727,INFREQUENT,2015-06-01 00:00:00,N
967727,INFREQUENT,2015-01-01 00:00:00,N
967727,INFREQUENT,2014-04-01 00:00:00,N
967727,LOYAL,2015-08-01 00:00:00,N
967727,INFREQUENT,2015-09-01 00:00:00,N
967727,LOYAL,2015-12-01 00:00:00,Y
968379,INFREQUENT,2014-06-01 00:00:00,N
968379,LOYAL,2015-06-01 00:00:00,N
968379,LOYAL,2014-01-01 00:00:00,N
968379,INFREQUENT,2015-10-01 00:00:00,N
968379,INFREQUENT,2015-03-01 00:00:00,N
968379,INFREQUENT,2016-06-01 00:00:00,Y
968379,LOYAL,2015-11-01 00:00:00,Y
968379,LOYAL,2014-10-01 00:00:00,N
968379,INFREQUENT,2014-11-01 00:00:00,N
969945,INACTIVE,2014-03-01 00:00:00,N
969945,LAPSED,2016-01-01 00:00:00,N
969945,LAPSED,2014-01-01 00:00:00,N
969945,ONE-OFFS,2014-08-01 00:00:00,N
969945,INFREQUENT,2015-01-01 00:00:00,N
969945,ONE-OFFS,2015-08-01 00:00:00,N
969945,ONE-OFFS,2016-02-01 00:00:00,Y
1003315,ONE-OFFS,2016-02-01 00:00:00,Y
1003315,INACTIVE,2015-06-01 00:00:00,N
1003315,GONE AWAY,2015-11-01 00:00:00,N
1003315,INACTIVE,2016-01-01 00:00:00,N
1031371,LAPSED,2014-10-01 00:00:00,N
1031371,LOYAL,2016-06-01 00:00:00,Y
1031371,LAPSED,2015-04-01 00:00:00,N
1031371,INFREQUENT,2014-01-01 00:00:00,N
1031371,ONE-OFFS,2015-06-01 00:00:00,N
1031371,INFREQUENT,2015-07-01 00:00:00,N
1031371,LOYAL,2015-10-01 00:00:00,N
1031371,VIP,2016-02-01 00:00:00,Y
1031472,LAPSED,2015-05-01 00:00:00,N
1031472,ONE-OFFS,2014-10-01 00:00:00,N
1031472,ONE-OFFS,2016-02-01 00:00:00,Y
1031472,NEW,2014-05-01 00:00:00,N
1031472,LAPSED,2015-11-01 00:00:00,N
1062002,INFREQUENT,2015-06-01 00:00:00,N
1062002,ONE-OFFS,2016-03-01 00:00:00,Y
1062002,ONE-OFFS,2014-07-01 00:00:00,N
1062002,LAPSED,2014-03-01 00:00:00,N
1062002,LAPSED,2014-01-01 00:00:00,N
1062002,INFREQUENT,2015-03-01 00:00:00,N
1062002,ONE-OFFS,2015-07-01 00:00:00,N
1062002,INFREQUENT,2016-02-01 00:00:00,N
1098125,LAPSED,2015-07-01 00:00:00,N
1098125,LAPSED,2015-01-01 00:00:00,N
1098125,INFREQUENT,2014-05-01 00:00:00,N
1098125,INFREQUENT,2014-06-01 00:00:00,N
1098125,ONE-OFFS,2014-07-01 00:00:00,N
1098125,INFREQUENT,2014-01-01 00:00:00,N
1098125,ONE-OFFS,2015-08-01 00:00:00,N
1098125,INFREQUENT,2016-02-01 00:00:00,Y
1108739,GONE AWAY,2015-11-01 00:00:00,N
1108739,INACTIVE,2015-06-01 00:00:00,N
1108739,INACTIVE,2016-01-01 00:00:00,Y
1156030,VIP,2016-02-01 00:00:00,Y
1156030,INFREQUENT,2015-11-01 00:00:00,N
1156030,LOYAL,2015-09-01 00:00:00,N
1156030,LOYAL,2015-12-01 00:00:00,N
1156030,LOYAL,2014-01-01 00:00:00,N
1156030,LOYAL,2016-05-01 00:00:00,Y
1156030,INFREQUENT,2015-07-01 00:00:00,N
1215814,ONE-OFFS,2014-03-01 00:00:00,N
1215814,ONE-OFFS,2015-07-01 00:00:00,N
1215814,INFREQUENT,2015-08-01 00:00:00,N
1215814,INFREQUENT,2016-02-01 00:00:00,Y
1215814,INFREQUENT,2014-01-01 00:00:00,N
1215814,INFREQUENT,2014-07-01 00:00:00,N
1215814,ONE-OFFS,2016-01-01 00:00:00,N
1244782,LOYAL,2014-05-01 00:00:00,N
1244782,LOYAL,2014-03-01 00:00:00,N
1244782,LOYAL,2015-01-01 00:00:00,N
1244782,LOYAL,2015-02-01 00:00:00,N
1244782,INFREQUENT,2015-03-01 00:00:00,N
1244782,INFREQUENT,2014-08-01 00:00:00,N
1244782,INFREQUENT,2015-10-01 00:00:00,N
1244782,INFREQUENT,2016-01-01 00:00:00,Y
1244782,LOYAL,2015-12-01 00:00:00,N
1244782,INFREQUENT,2014-01-01 00:00:00,N
1244782,LOYAL,2016-05-01 00:00:00,Y
1244782,INFREQUENT,2014-10-01 00:00:00,N
1258931,ONE-OFFS,2016-02-01 00:00:00,Y
1258931,GONE AWAY,2015-06-01 00:00:00,N
1264766,LOYAL,2015-01-01 00:00:00,N
1264766,VIP,2015-04-01 00:00:00,N
1264766,LOYAL,2014-06-01 00:00:00,N
1264766,VIP,2015-06-01 00:00:00,N
1264766,VIP,2015-03-01 00:00:00,N
1264766,LOYAL,2014-12-01 00:00:00,N
1264766,LOYAL,2014-01-01 00:00:00,N
1264766,VIP,2015-07-01 00:00:00,Y
1264766,VIP,2016-05-01 00:00:00,Y
1269077,LAPSED,2015-05-01 00:00:00,N
1269077,INFREQUENT,2014-01-01 00:00:00,N
1269077,INFREQUENT,2016-01-01 00:00:00,Y
1269077,LOYAL,2014-05-01 00:00:00,N
1269077,LOYAL,2014-04-01 00:00:00,N
1269077,INFREQUENT,2014-03-01 00:00:00,N
1269077,LOYAL,2014-10-01 00:00:00,N
1269077,INFREQUENT,2015-03-01 00:00:00,N
1269077,ONE-OFFS,2015-04-01 00:00:00,N
1269077,ONE-OFFS,2015-10-01 00:00:00,N
1269339,LOYAL,2014-01-01 00:00:00,N
1269339,INFREQUENT,2014-05-01 00:00:00,N
1269339,INFREQUENT,2015-01-01 00:00:00,N
1269339,ONE-OFFS,2015-12-01 00:00:00,N
1269339,ONE-OFFS,2014-09-01 00:00:00,N
1269339,ONE-OFFS,2016-01-01 00:00:00,Y
1269339,INFREQUENT,2014-12-01 00:00:00,N
1277628,INFREQUENT,2014-07-01 00:00:00,N
1277628,INFREQUENT,2015-04-01 00:00:00,N
1277628,INFREQUENT,2014-11-01 00:00:00,N
1277628,ONE-OFFS,2014-04-01 00:00:00,N
1277628,LAPSED,2014-01-01 00:00:00,N
1277628,INFREQUENT,2016-02-01 00:00:00,Y
1277628,ONE-OFFS,2015-11-01 00:00:00,N
1287312,INFREQUENT,2015-01-01 00:00:00,N
1287312,LOYAL,2014-01-01 00:00:00,N
1287312,LOYAL,2015-08-01 00:00:00,N
1287312,INFREQUENT,2015-03-01 00:00:00,N
1287312,INFREQUENT,2014-04-01 00:00:00,N
1287312,INFREQUENT,2016-02-01 00:00:00,Y
1287312,LOYAL,2014-07-01 00:00:00,N
1287312,LOYAL,2014-08-01 00:00:00,N
1287312,ONE-OFFS,2016-01-01 00:00:00,N
1287312,LOYAL,2016-06-01 00:00:00,Y
1289733,LOYAL,2014-08-01 00:00:00,N
1289733,ONE-OFFS,2016-02-01 00:00:00,Y
1289733,INFREQUENT,2014-01-01 00:00:00,N
1289733,INFREQUENT,2014-04-01 00:00:00,N
1289733,INFREQUENT,2014-12-01 00:00:00,N
1289733,ONE-OFFS,2015-04-01 00:00:00,N
1289733,LAPSED,2015-08-01 00:00:00,N
1306139,LOYAL,2014-05-01 00:00:00,N
1306139,VIP,2015-05-01 00:00:00,N
1306139,LOYAL,2014-01-01 00:00:00,N
1306139,VIP,2016-01-01 00:00:00,N
1306139,VIP,2015-09-01 00:00:00,N
1306139,LOYAL,2014-09-01 00:00:00,N
1306139,LOYAL,2015-12-01 00:00:00,N
1306139,VIP,2015-01-01 00:00:00,N
1306139,LOYAL,2014-08-01 00:00:00,N
1306139,LOYAL,2016-05-01 00:00:00,Y
1306139,VIP,2016-02-01 00:00:00,Y
1340160,INFREQUENT,2014-10-01 00:00:00,N
1340160,INFREQUENT,2014-08-01 00:00:00,N
1340160,LOYAL,2014-11-01 00:00:00,N
1340160,LOYAL,2014-01-01 00:00:00,N
1340160,VIP,2015-09-01 00:00:00,N
1340160,LOYAL,2014-09-01 00:00:00,N
1340160,VIP,2016-05-01 00:00:00,Y
1340160,VIP,2016-01-01 00:00:00,Y
1381555,ONE-OFFS,2015-04-01 00:00:00,N
1381555,INFREQUENT,2014-01-01 00:00:00,N
1381555,LAPSED,2015-01-01 00:00:00,N
1381555,ONE-OFFS,2014-06-01 00:00:00,N
1381555,INFREQUENT,2016-02-01 00:00:00,Y
1381555,ONE-OFFS,2016-04-01 00:00:00,Y
1407447,INFREQUENT,2014-01-01 00:00:00,N
1407447,INFREQUENT,2016-01-01 00:00:00,N
1407447,LOYAL,2016-02-01 00:00:00,N
1407447,LOYAL,2015-03-01 00:00:00,N
1407447,INFREQUENT,2016-03-01 00:00:00,Y
1416185,LOYAL,2015-01-01 00:00:00,N
1416185,VIP,2014-05-01 00:00:00,N
1416185,LOYAL,2015-10-01 00:00:00,N
1416185,LOYAL,2015-04-01 00:00:00,N
1416185,VIP,2016-02-01 00:00:00,Y
1416185,LOYAL,2014-04-01 00:00:00,N
1416185,LOYAL,2016-05-01 00:00:00,Y
1416185,VIP,2014-03-01 00:00:00,N
1416185,LOYAL,2014-07-01 00:00:00,N
1416185,INFREQUENT,2014-10-01 00:00:00,N
1416185,VIP,2015-08-01 00:00:00,N
1416185,INFREQUENT,2015-03-01 00:00:00,N
1416185,LOYAL,2014-01-01 00:00:00,N
1418030,ONE-OFFS,2014-07-01 00:00:00,N
1418030,ONE-OFFS,2016-02-01 00:00:00,Y
1418030,LAPSED,2014-10-01 00:00:00,N
1418030,LAPSED,2015-04-01 00:00:00,N
1418030,INFREQUENT,2014-01-01 00:00:00,N
1418030,INACTIVE,2015-10-01 00:00:00,N
1443027,ONE-OFFS,2015-03-01 00:00:00,N
1443027,LAPSED,2015-11-01 00:00:00,N
1443027,LAPSED,2015-05-01 00:00:00,N
1443027,INFREQUENT,2014-05-01 00:00:00,N
1443027,ONE-OFFS,2016-02-01 00:00:00,Y
1443027,INFREQUENT,2014-01-01 00:00:00,N
1443027,INFREQUENT,2014-09-01 00:00:00,N
1497447,LAPSED,2014-01-01 00:00:00,N
1497447,ONE-OFFS,2016-04-01 00:00:00,Y
1497447,LAPSED,2014-05-01 00:00:00,N
1497447,INFREQUENT,2015-04-01 00:00:00,N
1497447,ONE-OFFS,2014-07-01 00:00:00,N
1497447,INFREQUENT,2016-01-01 00:00:00,Y
1525124,INFREQUENT,2014-01-01 00:00:00,N
1525124,ONE-OFFS,2014-04-01 00:00:00,N
1525124,LAPSED,2014-11-01 00:00:00,N
1525124,LAPSED,2014-05-01 00:00:00,N
1525124,INACTIVE,2015-05-01 00:00:00,N
1525124,ONE-OFFS,2016-02-01 00:00:00,Y
1526283,LAPSED,2014-02-01 00:00:00,N
1526283,ONE-OFFS,2014-06-01 00:00:00,N
1526283,INFREQUENT,2014-10-01 00:00:00,N
1526283,ONE-OFFS,2014-01-01 00:00:00,N
1526283,INFREQUENT,2015-01-01 00:00:00,N
1526283,LOYAL,2015-06-01 00:00:00,Y
1553211,VIP,2015-07-01 00:00:00,N
1553211,VIP,2015-06-01 00:00:00,N
1553211,LOYAL,2016-03-01 00:00:00,Y
1553211,VIP,2014-01-01 00:00:00,N
