trans_id,trans_dt,cust_id,prod_id,item_qty,item_price,Revenue
102,2016-01-02 13:54,8263798,373280,2,4.9,9.8
102,2016-01-02 13:54,8263798,166838306,1,2.45,2.45
104,2016-01-02 14:27,2523986,224387,1,25.99,25.99
104,2016-01-02 14:27,2523986,262615,1,27.99,27.99
106,2016-01-02 15:06,6527194,249152,1,64.99,64.99
107,2016-01-02 10:28,9688910,264996,1,67.99,67.99
108,2016-01-02 11:02,6008947,465473,1,43.99,43.99
109,2016-01-02 11:15,6008947,240562,1,31.99,31.99
109,2016-01-02 11:15,6008947,392758,1,30.99,30.99
111,2016-01-02 14:12,6695171,134370261,1,7.49,7.49
111,2016-01-02 14:12,6695171,138262079,1,0.5,0.5
113,2016-01-02 14:33,3765276,64473817,1,30.99,30.99
114,2016-01-02 14:48,3648035,209999,1,26.99,26.99
114,2016-01-02 14:48,3648035,278473,1,12.99,12.99
116,2016-01-02 16:55,17491940,155174640,1,64.99,64.99
117,2016-01-02 9:10,14309758,243448,1,106.95,106.95
118,2016-01-02 11:08,12508048,219158,1,32.99,32.99
118,2016-01-02 11:08,12508048,221342,1,104.95,104.95
120,2016-01-02 12:01,2148175,237370,1,33.99,33.99
122,2016-01-02 14:19,21227819,253877,1,7.9,7.9
122,2016-01-02 14:19,21227819,466003,1,1.15,1.15
122,2016-01-02 14:19,21227819,243496372,1,38.49,38.49
124,2016-01-02 16:43,12419246,267289,1,67.99,67.99
126,2016-01-02 9:27,14279141,48647789,1,4.49,4.49
126,2016-01-02 9:27,14279141,61131888,1,5.49,5.49
126,2016-01-02 9:27,14279141,217090529,1,20.99,20.99
126,2016-01-02 9:27,14279141,238185931,1,61.59,61.59
131,2016-01-02 11:05,6109449,235557,1,30.99,30.99
131,2016-01-02 11:05,6109449,276703,1,44.99,44.99
131,2016-01-02 11:05,6109449,501560,1,22.99,22.99
131,2016-01-02 11:05,6109449,514680,1,21.99,21.99
131,2016-01-02 11:05,6109449,221839869,1,20.99,20.99
134,2016-01-02 11:11,20453249,219125140,1,27.99,27.99
135,2016-01-02 11:48,1870607,233372,1,12.99,12.99
135,2016-01-02 11:48,1870607,239648,1,12.99,12.99
137,2016-01-02 13:44,6105676,234327,1,35.99,35.99
137,2016-01-02 13:44,6105676,236135931,1,87.99,87.99
139,2016-01-02 16:12,14552778,227953,1,47.99,47.99
140,2016-01-02 11:02,3893287,392814,1,74.16,74.16
141,2016-01-02 11:30,12064,238891,1,20.99,20.99
141,2016-01-02 11:30,12064,192007896,1,72.99,72.99
143,2016-01-02 11:41,139693,155835774,1,13.99,13.99
144,2016-01-02 11:44,5760510,254464,1,16.49,16.49
145,2016-01-02 11:53,12865656,262622,1,25.99,25.99
146,2016-01-02 12:50,1416185,278705,1,101.95,101.95
146,2016-01-02 12:50,1416185,263920684,1,50.99,50.99
148,2016-01-02 13:12,9984398,243829,1,53.99,53.99
149,2016-01-02 13:49,4084777,412879,1,68.99,68.99
150,2016-01-02 14:17,11725542,233236,1,44.09,44.09
150,2016-01-02 14:17,11725542,155174642,1,69.99,69.99
152,2016-01-02 15:01,7050085,287768,1,24.99,24.99
152,2016-01-02 15:01,7050085,202038263,1,25.99,25.99
154,2016-01-02 16:59,8827751,244385,1,16.79,16.79
155,2016-01-02 10:27,10216116,276079,1,68.99,68.99
156,2016-01-02 10:40,5571578,292648,1,33.99,33.99
157,2016-01-02 10:48,4515532,120232685,1,33.49,33.49
158,2016-01-02 11:04,13869427,261247,1,50.99,50.99
160,2016-01-02 11:23,13869427,211812,1,30.99,30.99
160,2016-01-02 11:23,13869427,230928,1,31.99,31.99
160,2016-01-02 11:23,13869427,238464,1,27.99,27.99
160,2016-01-02 11:23,13869427,251348,1,18.19,18.19
163,2016-01-02 11:32,21231995,442295,1,9.49,9.49
164,2016-01-02 12:02,17804477,504106,1,46.19,46.19
165,2016-01-02 12:10,14366908,271588,1,72.99,72.99
165,2016-01-02 12:10,14366908,517496,1,58.99,58.99
168,2016-01-02 12:28,20912340,225235715,1,2.49,2.49
168,2016-01-02 12:28,20912340,225235726,1,1.49,1.49
168,2016-01-02 12:28,20912340,225235729,1,1.99,1.99
168,2016-01-02 12:28,20912340,238185932,1,4.49,4.49
171,2016-01-02 12:36,2645427,469670,1,51.09,51.09
174,2016-01-02 13:11,6094983,270434,1,45.99,45.99
174,2016-01-02 13:11,6094983,114150034,1,22.99,22.99
174,2016-01-02 13:11,6094983,138262091,1,9.99,9.99
174,2016-01-02 13:11,6094983,242812096,1,9.99,9.99
174,2016-01-02 13:11,6094983,267306946,1,44.99,44.99
177,2016-01-02 13:14,21229221,260428,1,33.99,33.99
178,2016-01-02 14:26,18242090,214667,1,33.99,33.99
179,2016-01-02 14:51,12890003,218423,1,27.49,27.49
179,2016-01-02 14:51,12890003,246812,1,9.79,9.79
181,2016-01-02 15:14,5665002,238185932,1,4.49,4.49
182,2016-01-02 9:43,13709581,278624,1,43.99,43.99
183,2016-01-02 11:06,7513517,469670,1,51.09,51.09
184,2016-01-02 12:30,13144598,483365,1,26.99,26.99
185,2016-01-02 13:42,4980360,243164,1,34.99,34.99
186,2016-01-02 9:20,15204953,262539532,1,55.99,55.99
187,2016-01-02 9:56,5608965,171339035,1,54.99,54.99
188,2016-01-02 11:03,12565134,243528,1,39.99,39.99
188,2016-01-02 11:03,12565134,296938,1,39.99,39.99
190,2016-01-02 12:17,4139041,4409117,1,57.99,57.99
192,2016-01-02 12:30,10414892,231627,1,18.99,18.99
192,2016-01-02 12:30,10414892,270222,1,57.99,57.99
192,2016-01-02 12:30,10414892,125130125,1,52.49,52.49
194,2016-01-02 12:35,4402,285204,1,24.99,24.99
196,2016-01-02 13:08,7222504,220108,2,1.4,2.8
196,2016-01-02 13:08,7222504,247189,1,30.99,30.99
196,2016-01-02 13:08,7222504,257663,1,38.99,38.99
198,2016-01-02 13:43,689576,268847,1,60.99,60.99
199,2016-01-02 15:21,21227736,243779,1,25.9,25.9
200,2016-01-02 15:32,18147861,238160,1,61.59,61.59
200,2016-01-02 15:32,18147861,264398,1,33.59,33.59
202,2016-01-02 10:36,10525167,243278,1,23.49,23.49
202,2016-01-02 10:36,10525167,9937793,1,2.99,2.99
205,2016-01-02 11:13,15574143,294552,1,4.8,4.8
205,2016-01-02 11:13,15574143,370935,1,6.45,6.45
205,2016-01-02 11:13,15574143,466003,1,1.15,1.15
207,2016-01-02 11:37,2100081,252742,1,3.1,3.1
207,2016-01-02 11:37,2100081,17446376,1,33.99,33.99
210,2016-01-02 13:17,21229314,417389,1,24.99,24.99
210,2016-01-02 13:17,21229314,478981,1,25.99,25.99
210,2016-01-02 13:17,21229314,495324,1,24.99,24.99
212,2016-01-02 13:25,15292125,134370228,1,9.99,9.99
212,2016-01-02 13:25,15292125,244138589,1,9.99,9.99
215,2016-01-02 13:32,4518007,414565,1,14.9,14.9
215,2016-01-02 13:32,4518007,414575,1,10.9,10.9
215,2016-01-02 13:32,4518007,445284,1,7.45,7.45
215,2016-01-02 13:32,4518007,138262091,1,9.99,9.99
221,2016-01-02 14:07,8662377,231231,1,41.99,41.99
221,2016-01-02 14:07,8662377,252742,1,3.1,3.1
221,2016-01-02 14:07,8662377,256852,1,3.39,3.39
221,2016-01-02 14:07,8662377,152396480,1,74.99,74.99
221,2016-01-02 14:07,8662377,171339023,1,2.49,2.49
221,2016-01-02 14:07,8662377,192007895,1,60.99,60.99
221,2016-01-02 14:07,8662377,225235728,1,0.49,0.49
221,2016-01-02 14:07,8662377,242812100,1,5.99,5.99
228,2016-01-02 14:18,12804130,231814,1,3.6,3.6
228,2016-01-02 14:18,12804130,248978,1,27.99,27.99
228,2016-01-02 14:18,12804130,252742,1,3.1,3.1
228,2016-01-02 14:18,12804130,257746,1,12.99,12.99
228,2016-01-02 14:18,12804130,289365,1,46.99,46.99
231,2016-01-02 14:42,2170537,240474,1,84.99,84.99
233,2016-01-02 15:06,3537393,223266,1,7.45,7.45
233,2016-01-02 15:06,3537393,363883,1,58.99,58.99
233,2016-01-02 15:06,3537393,223877049,1,62.99,62.99
235,2016-01-02 15:22,8574062,282297,1,15.99,15.99
236,2016-01-02 15:24,7199281,240073,3,12.99,38.97
237,2016-01-02 15:26,8574062,44399917,1,8.99,8.99
237,2016-01-02 15:26,8574062,44399933,1,14.99,14.99
239,2016-01-02 17:13,14232688,134370268,1,12.49,12.49
240,2016-01-02 17:23,11554256,224556288,1,49.69,49.69
241,2016-01-02 9:14,12514665,237282,1,69.99,69.99
242,2016-01-02 10:14,8439520,495675,1,26.99,26.99
242,2016-01-02 10:14,8439520,240760458,1,62.29,62.29
244,2016-01-02 10:40,1244782,243663,1,2.95,2.95
245,2016-01-02 11:43,116001,289351,1,40.99,40.99
245,2016-01-02 11:43,116001,240760465,1,44.09,44.09
247,2016-01-02 11:53,1418030,187400183,1,93.99,93.99
248,2016-01-02 11:55,12973295,240760462,1,92.36,92.36
249,2016-01-02 12:08,20044027,233841,1,40.99,40.99
250,2016-01-02 12:18,11982219,423063,1,77.99,77.99
251,2016-01-02 13:51,2117178,291419,1,79.9,79.9
251,2016-01-02 13:51,2117178,244824265,1,9.99,9.99
253,2016-01-02 14:39,6423013,370160,1,51.79,51.79
254,2016-01-02 14:43,8805421,230230,1,48.99,48.99
255,2016-01-02 15:36,17431260,251592,1,34.99,34.99
256,2016-01-02 11:46,5253896,17446198,1,18.99,18.99
256,2016-01-02 11:46,5253896,17446370,1,18.99,18.99
258,2016-01-02 13:40,3515486,236576,1,30.99,30.99
259,2016-01-02 15:24,3649704,250993,1,32.99,32.99
260,2016-01-02 15:40,20259860,17446331,1,33.99,33.99
261,2016-01-02 15:52,14297190,263238,1,31.99,31.99
262,2016-01-02 16:52,14758682,262789,1,50.99,50.99
262,2016-01-02 16:52,14758682,460991,1,44.99,44.99
264,2016-01-02 17:16,14726054,113495853,1,34.99,34.99
265,2016-01-02 17:24,15490082,263233,1,46.99,46.99
266,2016-01-02 17:46,5626728,231356168,1,18.99,18.99
267,2016-01-02 17:59,21232674,212906,1,25.99,25.99
268,2016-01-02 9:07,10291840,384122,1,31.49,31.49
268,2016-01-02 9:07,10291840,266615243,1,47.59,47.59
270,2016-01-02 10:45,7597260,217032,1,73.99,73.99
271,2016-01-02 11:42,5834246,95535849,1,50.99,50.99
272,2016-01-02 12:50,10995624,272249,1,74.99,74.99
273,2016-01-02 13:11,10835106,268646680,1,56.99,56.99
274,2016-01-02 13:23,14358592,17446373,1,18.99,18.99
275,2016-01-02 13:25,13961314,96838919,1,25.99,25.99
276,2016-01-02 14:28,8565337,212346731,1,23.99,23.99
277,2016-01-02 17:11,10448259,288123,1,29.99,29.99
278,2016-01-02 17:21,2966476,247345,1,94.99,94.99
279,2016-01-02 11:30,12893306,465447,1,97.99,97.99
280,2016-01-02 12:47,7482497,243443,1,82.99,82.99
281,2016-01-02 14:02,1340160,226594811,1,70.99,70.99
282,2016-01-02 10:04,4561553,278705,1,101.95,101.95
283,2016-01-02 11:22,13179611,220866,1,71.99,71.99
284,2016-01-02 12:13,15148323,243496387,1,6.49,6.49
284,2016-01-02 12:13,15148323,244138595,1,7.49,7.49
286,2016-01-02 12:47,1802400,220108,1,1.4,1.4
286,2016-01-02 12:47,1802400,248743,1,24.99,24.99
288,2016-01-02 12:54,15707168,265905,1,31.99,31.99
289,2016-01-02 13:30,5852328,134370261,2,7.49,14.98
289,2016-01-02 13:30,5852328,243496389,2,4.99,9.98
291,2016-01-02 9:24,650537,231087,1,41.99,41.99
292,2016-01-02 10:16,13390662,249692,1,58.99,58.99
293,2016-01-02 11:51,13895369,6066065,1,32.19,32.19
293,2016-01-02 11:51,13895369,200687646,1,111.95,111.95
295,2016-01-02 12:10,9653160,239078,1,45.99,45.99
296,2016-01-02 14:28,15461943,248468,1,66.99,66.99
296,2016-01-02 14:28,15461943,128663339,1,6.49,6.49
298,2016-01-02 14:40,7283539,275993,1,50.99,50.99
299,2016-01-02 15:45,2102460,233238,1,30.99,30.99
300,2016-01-02 10:20,13703216,269818,1,41.99,41.99
301,2016-01-02 10:43,828541,122631922,1,65.99,65.99
302,2016-01-02 11:05,5276965,179133135,1,51.99,51.99
303,2016-01-02 12:04,14822048,231644,1,31.99,31.99
304,2016-01-02 13:29,1569592,275459,1,34.99,34.99
304,2016-01-02 13:29,1569592,219125162,1,26.99,26.99
306,2016-01-02 14:13,21230823,228499,1,41.99,41.99
306,2016-01-02 14:13,21230823,244098,1,29.99,29.99
308,2016-01-02 14:18,15500290,448077,1,43.99,43.99
309,2016-01-02 15:16,2517879,218002,1,20.99,20.99
310,2016-01-02 15:54,11589814,236313,1,25.9,25.9
310,2016-01-02 15:54,11589814,236631,1,0.99,0.99
313,2016-01-02 16:33,16702377,227335,1,27.99,27.99
313,2016-01-02 16:33,16702377,241274,1,18.49,18.49
313,2016-01-02 16:33,16702377,215734505,1,13.99,13.99
315,2016-01-02 9:35,3026338,227984,1,80.99,80.99
317,2016-01-02 10:36,2131139,242714,1,37.99,37.99
317,2016-01-02 10:36,2131139,273542,1,54.99,54.99
317,2016-01-02 10:36,2131139,244824292,1,14.99,14.99
319,2016-01-02 12:14,14834207,513123,1,21.69,21.69
319,2016-01-02 12:14,14834207,117610061,1,88.99,88.99
321,2016-01-02 12:25,20180528,257736,2,0.75,1.5
321,2016-01-02 12:25,20180528,238709479,1,9.99,9.99
323,2016-01-02 13:17,17951146,30317178,1,25.99,25.99
323,2016-01-02 13:17,17951146,171339023,1,2.49,2.49
326,2016-01-02 13:44,3084229,424682,1,22.39,22.39
326,2016-01-02 13:44,3084229,242812090,1,9.99,9.99
326,2016-01-02 13:44,3084229,242812096,1,9.99,9.99
328,2016-01-02 14:17,2529742,267553,1,37.99,37.99
329,2016-01-02 14:47,9484574,244138592,1,2.99,2.99
330,2016-01-02 15:08,8438917,247343,1,22.99,22.99
331,2016-01-02 15:50,19278093,388068,1,4.9,4.9
331,2016-01-02 15:50,19278093,413879,1,6.9,6.9
333,2016-01-02 16:21,13965623,285324,1,45.99,45.99
335,2016-01-02 10:00,15584607,256704,1,31.99,31.99
335,2016-01-02 10:00,15584607,266444,2,31.99,63.98
335,2016-01-02 10:00,15584607,284935,1,35.99,35.99
335,2016-01-02 10:00,15584607,287965,1,107.95,107.95
338,2016-01-02 11:47,12796179,96838902,1,50.99,50.99
339,2016-01-02 13:43,10950928,249632,1,5.9,5.9
340,2016-01-02 13:53,13549492,287744,1,21.99,21.99
341,2016-01-02 15:02,8536130,235265,1,26.9,26.9
341,2016-01-02 15:02,8536130,262749,1,25.9,25.9
343,2016-01-02 15:26,1629659,30317179,1,35.49,35.49
345,2016-01-02 15:41,13109862,228847,1,24.99,24.99
345,2016-01-02 15:41,13109862,229685,1,34.99,34.99
345,2016-01-02 15:41,13109862,254183,1,45.99,45.99
345,2016-01-02 15:41,13109862,273877,1,30.99,30.99
348,2016-01-02 9:07,3230962,250504,1,4.75,4.75
348,2016-01-02 9:07,3230962,263778,1,7.45,7.45
350,2016-01-02 9:09,3230962,138262084,1,9.99,9.99
351,2016-01-02 9:37,2946935,233930,1,106.95,106.95
352,2016-01-02 10:33,12719635,233238,1,30.99,30.99
353,2016-01-02 10:50,9900804,214422,1,34.99,34.99
354,2016-01-02 11:08,3364607,180413875,1,9.99,9.99
355,2016-01-02 11:16,20478224,9937796,1,10.9,10.9
357,2016-01-02 11:37,13304674,225501,1,30.99,30.99
357,2016-01-02 11:37,13304674,237062,1,77.99,77.99
357,2016-01-02 11:37,13304674,259225,1,23.99,23.99
359,2016-01-02 11:40,8931774,258742,1,48.99,48.99
361,2016-01-02 12:19,14286227,225590,1,30.5,30.5
361,2016-01-02 12:19,14286227,256032,1,28.5,28.5
361,2016-01-02 12:19,14286227,153542569,1,31.99,31.99
361,2016-01-02 12:19,14286227,244824297,1,7.19,7.19
364,2016-01-02 12:27,11581421,43112909,1,13.99,13.99
365,2016-01-02 13:06,3011121,269119,1,51.99,51.99
366,2016-01-02 13:17,8168328,245101,1,118.95,118.95
367,2016-01-02 13:26,9812418,233238,1,30.99,30.99
368,2016-01-02 13:43,14411134,254163,1,25.99,25.99
369,2016-01-02 14:05,5263298,253824,1,21.99,21.99
370,2016-01-02 14:26,13168664,44399924,1,16.99,16.99
371,2016-01-02 14:44,11560567,226929,1,77.99,77.99
373,2016-01-02 15:32,5897080,228054,1,45.99,45.99
373,2016-01-02 15:32,5897080,274121,1,31.99,31.99
373,2016-01-02 15:32,5897080,480479,1,44.99,44.99
375,2016-01-02 15:38,7032616,43113016,1,11.49,11.49
375,2016-01-02 15:38,7032616,171339024,1,8.49,8.49
377,2016-01-02 16:13,15244661,225590,1,30.5,30.5
378,2016-01-02 16:41,13185689,242945,1,91.99,91.99
378,2016-01-02 16:41,13185689,250327,1,45.99,45.99
381,2016-01-02 10:50,558658,268806,1,6.95,6.95
381,2016-01-02 10:50,558658,415012,1,6.95,6.95
381,2016-01-02 10:50,558658,244824265,1,9.99,9.99
383,2016-01-02 10:56,9254451,399372,1,40.99,40.99
384,2016-01-02 12:23,21230453,216412493,1,60.99,60.99
385,2016-01-02 12:34,15042606,254666,1,40.99,40.99
386,2016-01-02 13:47,12882444,512526,1,27.99,27.99
387,2016-01-02 15:06,11477365,183636933,1,53.19,53.19
388,2016-01-02 15:40,8059714,43112859,1,4.49,4.49
388,2016-01-02 15:40,8059714,43113008,1,14.99,14.99
390,2016-01-02 16:07,21230987,79129331,1,49.99,49.99
391,2016-01-02 16:54,13130860,239034,1,47.99,47.99
392,2016-01-02 16:56,18978153,388679,1,4.9,4.9
392,2016-01-02 16:56,18978153,514714,1,21.99,21.99
395,2016-01-02 17:05,3011121,266905,1,4.8,4.8
395,2016-01-02 17:05,3011121,243496367,1,14.99,14.99
395,2016-01-02 17:05,3011121,244138590,1,14.99,14.99
397,2016-01-02 11:53,3407746,269723,1,27.99,27.99
398,2016-01-02 12:15,2696881,248225,1,34.99,34.99
399,2016-01-02 12:55,12759690,229416,1,98.99,98.99
399,2016-01-02 12:55,12759690,274357,1,35.99,35.99
402,2016-01-02 14:38,7308546,223178,2,18,36
402,2016-01-02 14:38,7308546,384073,1,25.99,25.99
402,2016-01-02 14:38,7308546,511551,1,31.99,31.99
404,2016-01-02 15:07,15442036,212917,1,37.99,37.99
405,2016-01-02 16:42,7500790,14388014,1,25.99,25.99
406,2016-01-02 16:45,298867,155835767,1,23.99,23.99
407,2016-01-02 10:36,14210897,268853,1,25.99,25.99
408,2016-01-02 10:59,2064640,237230,1,21.99,21.99
408,2016-01-02 10:59,2064640,253357,1,20.99,20.99
412,2016-01-02 11:02,8600548,219002,1,18,18
412,2016-01-02 11:02,8600548,218974,1,29,29
412,2016-01-02 11:02,8600548,233227,1,36.99,36.99
412,2016-01-02 11:02,8600548,242231,1,20.99,20.99
412,2016-01-02 11:02,8600548,511583,1,31.99,31.99
412,2016-01-02 11:02,8600548,512517,1,114.95,114.95
416,2016-01-02 12:55,3893287,392814,1,74.16,74.16
416,2016-01-02 12:55,3893287,219803601,1,55.29,55.29
418,2016-01-02 13:00,13530992,295762,1,17.99,17.99
419,2016-01-02 13:09,5760510,254464,1,16.49,16.49
420,2016-01-02 14:10,14921935,231535,1,27.99,27.99
420,2016-01-02 14:10,14921935,509880,1,24.99,24.99
422,2016-01-02 14:58,12858340,225235708,1,1.99,1.99
422,2016-01-02 14:58,12858340,225235739,2,1.99,3.98
424,2016-01-02 15:12,8670150,258295,1,20.99,20.99
424,2016-01-02 15:12,8670150,384075,1,21.99,21.99
427,2016-01-02 15:17,11692148,259503,1,103.95,103.95
427,2016-01-02 15:17,11692148,269009,1,32.99,32.99
427,2016-01-02 15:17,11692148,274541,1,95.99,95.99
427,2016-01-02 15:17,11692148,225915224,1,69.29,69.29
430,2016-01-02 16:11,21229420,373878,1,93.99,93.99
430,2016-01-02 16:11,21229420,253248489,1,114.95,114.95
433,2016-01-02 17:28,17946986,267954,1,20.99,20.99
433,2016-01-02 17:28,17946986,229313691,1,67.99,67.99
433,2016-01-02 17:28,17946986,238709479,1,9.99,9.99
433,2016-01-02 17:28,17946986,255018448,1,19.5,19.5
436,2016-01-02 14:19,8006107,233236,1,44.09,44.09
436,2016-01-02 14:19,8006107,246200,1,44.09,44.09
438,2016-01-02 11:10,6055267,227387,1,78.99,78.99
438,2016-01-02 11:10,6055267,258863,1,90.99,90.99
440,2016-01-02 11:47,15112555,239815,1,46.99,46.99
441,2016-01-02 12:32,20446646,3436029,1,103.95,103.95
441,2016-01-02 12:32,20446646,244824270,1,10.99,10.99
446,2016-01-02 12:57,8053164,56679935,1,6.49,6.49
446,2016-01-02 12:57,8053164,120888474,1,4.99,4.99
446,2016-01-02 12:57,8053164,217090528,1,2.39,2.39
446,2016-01-02 12:57,8053164,221839857,1,1.49,1.49
446,2016-01-02 12:57,8053164,225235708,1,1.99,1.99
446,2016-01-02 12:57,8053164,225235733,1,1.99,1.99
446,2016-01-02 12:57,8053164,225235736,2,2.49,4.98
446,2016-01-02 12:57,8053164,225235739,1,1.99,1.99
451,2016-01-02 15:26,3621352,243496387,1,6.49,6.49
452,2016-01-02 16:43,9140985,54797121,1,7.99,7.99
452,2016-01-02 16:43,9140985,243496374,1,58.79,58.79
454,2016-01-02 16:50,20356677,228912,1,25.99,25.99
454,2016-01-02 16:50,20356677,388065,1,4.9,4.9
456,2016-01-02 10:38,20403372,222794,1,32.99,32.99
457,2016-01-02 10:49,3470884,244848,1,38.99,38.99
459,2016-01-02 10:53,2930465,44399928,1,3.99,3.99
459,2016-01-02 10:53,2930465,44399932,1,8.99,8.99
459,2016-01-02 10:53,2930465,135686345,1,33.99,33.99
